from,indexvertexfrom,to,indexvertexto,altname,unixtimestamp,date,open,high,low,close,vwap,volume,count
WCT,518,EUR,167,WCTEUR,1761868800,2025-10-31,0.12377,0.12502,0.12225,0.12502,0.12363,4885.56575,6
WCT,518,USD,490,WCTUSD,1761868800,2025-10-31,0.14222,0.14527,0.14072,0.14407,0.14282,88669.46555,50
WELL,519,EUR,167,WELLEUR,1761868800,2025-10-31,0.01435,0.01500,0.01391,0.01407,0.01424,152462.02642,122
WELL,519,USD,490,WELLUSD,1761868800,2025-10-31,0.01576,0.01756,0.01549,0.01603,0.01636,989245.84570,555
WEN,520,EUR,167,WENEUR,1761868800,2025-10-31,0.00002290,0.00002484,0.00002270,0.00002397,0.00002330,120467717.75834834,29
WEN,520,USD,490,WENUSD,1761868800,2025-10-31,0.00002684,0.00002748,0.00002627,0.00002742,0.00002684,37571249.96553378,27
W,514,EUR,167,WEUR,1761868800,2025-10-31,0.0543,0.0567,0.0543,0.0562,0.0554,114302.54805,65
WIF,521,EUR,167,WIFEUR,1761868800,2025-10-31,0.4282,0.4506,0.4244,0.4452,0.4327,63413.44250,134
WIF,521,GBP,194,WIFGBP,1761868800,2025-10-31,0.3779,0.3935,0.3779,0.3935,0.3834,2523.78594,19
WIF,521,USD,490,WIFUSD,1761868800,2025-10-31,0.4926,0.5196,0.4912,0.5162,0.5044,987902.61144,2121
WIN,522,EUR,167,WINEUR,1761868800,2025-10-31,0.00003205,0.00003279,0.00003205,0.00003231,0.00003244,17063741.53552,17
WIN,522,USD,490,WINUSD,1761868800,2025-10-31,0.00003698,0.00003786,0.00003698,0.00003735,0.00003728,10223584.91297,28
WLD,523,EUR,167,WLDEUR,1761868800,2025-10-31,0.697,0.706,0.682,0.691,0.691,34854.29226,119
WLD,523,USD,490,WLDUSD,1761868800,2025-10-31,0.799,0.816,0.782,0.797,0.799,578218.54398,746
WLFI,524,EUR,167,WLFIEUR,1761868800,2025-10-31,0.1189,0.1210,0.1165,0.1183,0.1187,467508.90148,97
WLFI,524,USD,490,WLFIUSD,1761868800,2025-10-31,0.1367,0.1406,0.1336,0.1373,0.1373,1925945.74531,1149
WMTX,525,EUR,167,WMTXEUR,1761868800,2025-10-31,0.12182,0.12182,0.10858,0.11954,0.11931,1032.29784,5
WMTX,525,USD,490,WMTXUSD,1761868800,2025-10-31,0.13167,0.13396,0.13019,0.13163,0.13224,135811.02698,397
WOO,526,EUR,167,WOOEUR,1761868800,2025-10-31,0.0319,0.0327,0.0316,0.0321,0.0318,336186.79627120,21
WOO,526,USD,490,WOOUSD,1761868800,2025-10-31,0.0371,0.0378,0.0366,0.0376,0.0371,95662.28877278,43
W,514,USD,490,WUSD,1761868800,2025-10-31,0.0630,0.0659,0.0625,0.0647,0.0640,1294252.35759,422
XAN,527,EUR,167,XANEUR,1761868800,2025-10-31,0.02983,0.03086,0.02763,0.02994,0.02912,363719.52337,133
XAN,527,USD,490,XANUSD,1761868800,2025-10-31,0.03434,0.03573,0.03192,0.03473,0.03350,2068580.06239,406
XAUT,528,USD,490,XAUTUSD,1761868800,2025-10-31,4026.0,4030.7,3972.0,3998.1,4005.7,94.52896629,314
XAUT,528,USDT,499,XAUTUSDT,1761868800,2025-10-31,4034.0,4034.0,3974.3,4000.9,4005.8,70.33673894,357
XBT,529,AUD,54,XBTAUD,1761868800,2025-10-31,165079.2,169500.0,165001.4,167706.1,167346.9,9.24682845,1217
XBT,529,CHF,109,XBTCHF,1761868800,2025-10-31,86837.9,89182.3,86818.7,88243.3,88150.3,18.94979200,1962
XBT,529,DAI,134,XBTDAI,1761868800,2025-10-31,108308.6,110840.1,108308.6,109725.4,109972.1,0.01969503,89
XBT,529,EURC,168,XBTEURC,1761868800,2025-10-31,93609.7,96178.9,93609.7,94971.3,95340.2,0.11315246,82
XBT,529,PYUSD,374,XBTPYUSD,1761868800,2025-10-31,109408.9,112127.9,107273.2,109567.0,110396.8,0.00744337,87
XBT,529,USD1,491,XBTUSD1,1761868800,2025-10-31,109890.2,111005.4,109568.5,109990.4,109960.0,0.00306890,9
XBT,529,USDC,492,XBTUSDC,1761868800,2025-10-31,108285.94,111084.43,108285.94,109740.86,109616.10,107.16100254,4429
XBT,529,USDT,499,XBTUSDT,1761868800,2025-10-31,108250.0,111115.9,108250.0,109796.2,109615.9,64.76552325,4097
XCN,530,EUR,167,XCNEUR,1761868800,2025-10-31,0.00737,0.00737,0.00707,0.00708,0.00718,1991570.36849141,142
XCN,530,USD,490,XCNUSD,1761868800,2025-10-31,0.00855,0.00864,0.00815,0.00817,0.00834,33028502.01450619,1207
XDC,531,CAD,97,XDCCAD,1761868800,2025-10-31,0.08164,0.08475,0.08134,0.08383,0.08278,328089.02342,210
XDC,531,EUR,167,XDCEUR,1761868800,2025-10-31,0.05039,0.05198,0.05039,0.05185,0.05162,636581.58520,157
XDC,531,USD,490,XDCUSD,1761868800,2025-10-31,0.05828,0.06017,0.05821,0.05995,0.05921,2842759.06392,1739
XDC,531,USDC,492,XDCUSDC,1761868800,2025-10-31,0.05827,0.06012,0.05827,0.05983,0.05927,260928.41539,88
XDG,532,AUD,54,XDGAUD,1761868800,2025-10-31,0.2787086,0.2857608,0.2787086,0.2852002,0.2832195,37443.87991064,43
XDG,532,CAD,97,XDGCAD,1761868800,2025-10-31,0.2553279,0.2630955,0.2553278,0.2611363,0.2594781,144943.91012606,164
XDG,532,EUR,167,XDGEUR,1761868800,2025-10-31,0.1577391,0.1630571,0.1576573,0.1615882,0.1604574,8166589.13170415,2157
XDG,532,GBP,194,XDGGBP,1761868800,2025-10-31,0.1388859,0.1439649,0.1386879,0.1415464,0.1411064,352048.02774639,203
XDG,532,USD,490,XDGUSD,1761868800,2025-10-31,0.1827000,0.1879918,0.1822153,0.1865424,0.1846059,37142239.50023094,6596
XDG,532,USDC,492,XDGUSDC,1761868800,2025-10-31,0.18247,0.18791,0.18246,0.18653,0.18578,1148868.51082095,752
XDG,532,USDT,499,XDGUSDT,1761868800,2025-10-31,0.18283,0.18794,0.18283,0.18664,0.18533,728468.13034654,528
XION,533,EUR,167,XIONEUR,1761868800,2025-10-31,0.4973,0.5235,0.4964,0.5088,0.5076,457.60996,71
XION,533,USD,490,XIONUSD,1761868800,2025-10-31,0.5753,0.6109,0.5720,0.5887,0.5945,6748.40378,223
XL1,534,EUR,167,XL1EUR,1761868800,2025-10-31,0.0007237,0.0007301,0.0007179,0.0007301,0.0007229,2728174.80313,45
XL1,534,USD,490,XL1USD,1761868800,2025-10-31,0.0008363,0.0008479,0.0008233,0.0008438,0.0008367,16385367.40564,240
XMN,536,EUR,167,XMNEUR,1761868800,2025-10-31,0.04343,0.05083,0.04276,0.04783,0.04788,1966825.06433,1054
XMN,536,USD,490,XMNUSD,1761868800,2025-10-31,0.05084,0.05854,0.04896,0.05508,0.05423,3697900.39719,1554
XMR,537,USDC,492,XMRUSDC,1761868800,2025-10-31,324.09,331.00,319.59,331.00,323.49,11.75310848,49
XMR,537,USDT,499,XMRUSDT,1761868800,2025-10-31,323.10,332.14,319.08,332.14,325.16,1128.47447012,1437
XNAP,538,EUR,167,XNAPEUR,1761868800,2025-10-31,0.01500,18.99999,0.01427,0.02023,0.02098,112550.65596,82
XNAP,538,USD,490,XNAPUSD,1761868800,2025-10-31,0.02000,0.02920,0.01598,0.01644,0.01878,362425.58825,281
XNY,539,EUR,167,XNYEUR,1761868800,2025-10-31,0.005838,0.005968,0.005625,0.005814,0.005818,952555.61160,50
XNY,539,USD,490,XNYUSD,1761868800,2025-10-31,0.006746,0.006898,0.006459,0.006687,0.006707,1408472.49411,370
XPL,540,EUR,167,XPLEUR,1761868800,2025-10-31,0.2571,0.2651,0.2475,0.2639,0.2568,1461818.72829,935
XPL,540,USD,490,XPLUSD,1761868800,2025-10-31,0.2974,0.3071,0.2845,0.3044,0.2967,5138215.86182,2387
XRP,541,AUD,54,XRPAUD,1761868800,2025-10-31,3.71965,3.89426,3.71599,3.84903,3.79478,57760.62131877,436
XRP,541,ETH,163,XRPETH,1761868800,2025-10-31,0.0006423,0.0006603,0.0006399,0.0006521,0.0006514,66800.36121970,508
XRP,541,GBP,194,XRPGBP,1761868800,2025-10-31,1.85346,1.94223,1.85085,1.91578,1.90426,487358.26242317,2539
XRP,541,RLUSD,397,XRPRLUSD,1761868800,2025-10-31,2.46808,2.53335,2.46808,2.51559,2.51050,14786.79429317,25
XRP,541,USDC,492,XRPUSDC,1761868800,2025-10-31,2.44037,2.55100,2.43735,2.52055,2.50361,615500.04939102,1507
XRP,541,USDT,499,XRPUSDT,1761868800,2025-10-31,2.44051,2.55326,2.43498,2.52022,2.50799,437801.51947644,1655
XRT,542,EUR,167,XRTEUR,1761868800,2025-10-31,1.406,1.469,1.350,1.467,1.428,303.39619243,18
XRT,542,USD,490,XRTUSD,1761868800,2025-10-31,1.623,1.711,1.582,1.650,1.638,1647.44448099,49
XTER,543,EUR,167,XTEREUR,1761868800,2025-10-31,0.05427,0.05550,0.05126,0.05475,0.05451,4790.63032,32
XTER,543,USD,490,XTERUSD,1761868800,2025-10-31,0.06189,0.06628,0.06127,0.06285,0.06287,112090.49164,829
XTZ,544,EUR,167,XTZEUR,1761868800,2025-10-31,0.4871,0.5070,0.4871,0.5028,0.4969,59240.90603348,222
XTZ,544,USD,490,XTZUSD,1761868800,2025-10-31,0.5645,0.5850,0.5628,0.5793,0.5734,270638.04212131,788
XTZ,544,USDC,492,XTZUSDC,1761868800,2025-10-31,0.5802,0.5850,0.5676,0.5821,0.5760,2578.10328325,10
XTZ,544,USDT,499,XTZUSDT,1761868800,2025-10-31,0.5717,0.5853,0.5681,0.5776,0.5718,1507.41084104,11
XYO,545,EUR,167,XYOEUR,1761868800,2025-10-31,0.006033,0.006165,0.005999,0.006147,0.006119,95399.15755,11
XYO,545,USD,490,XYOUSD,1761868800,2025-10-31,0.006974,0.007126,0.006930,0.007059,0.006994,1232931.59528,69
YALA,546,EUR,167,YALAEUR,1761868800,2025-10-31,0.09726,0.09978,0.08761,0.08955,0.09251,215904.34387,567
YALA,546,USD,490,YALAUSD,1761868800,2025-10-31,0.11277,0.11577,0.10130,0.10459,0.10731,107098.71346,493
YB,547,EUR,167,YBEUR,1761868800,2025-10-31,0.48160,0.51608,0.45359,0.47811,0.48349,176393.40110,2258
YB,547,USD,490,YBUSD,1761868800,2025-10-31,0.55623,0.59566,0.52279,0.55244,0.54823,600896.53671,2132
YFI,548,EUR,167,YFIEUR,1761868800,2025-10-31,3996,4031,3985,4019,4013,1.56553972,44
YFI,548,USD,490,YFIUSD,1761868800,2025-10-31,4624,4680,4601,4670,4648,4.86882104,91
YGG,549,EUR,167,YGGEUR,1761868800,2025-10-31,0.1038,0.1051,0.1016,0.1037,0.1043,133110.36513406,94
YGG,549,USD,490,YGGUSD,1761868800,2025-10-31,0.1201,0.1215,0.1158,0.1176,0.1185,41509.97125430,160
ZBCN,550,EUR,167,ZBCNEUR,1761868800,2025-10-31,0.003114,0.003361,0.003114,0.003204,0.003272,1212112.45416,115
ZBCN,550,USD,490,ZBCNUSD,1761868800,2025-10-31,0.003624,0.003895,0.003590,0.003722,0.003736,26065727.35804,1118
ZBT,551,EUR,167,ZBTEUR,1761868800,2025-10-31,0.16437,0.16690,0.16437,0.16614,0.16596,5645.28518,9
ZBT,551,USD,490,ZBTUSD,1761868800,2025-10-31,0.18888,0.19702,0.18518,0.19041,0.19288,84435.03278,119
ZEREBRO,553,EUR,167,ZEREBROEUR,1761868800,2025-10-31,0.03131,0.04561,0.03131,0.03861,0.04087,728239.43263,235
ZEREBRO,553,USD,490,ZEREBROUSD,1761868800,2025-10-31,0.03653,0.05086,0.03637,0.04575,0.04436,10910372.10075,2921
ZETA,554,EUR,167,ZETAEUR,1761868800,2025-10-31,0.0993,0.0993,0.0968,0.0982,0.0977,11379.15982,24
ZETA,554,USD,490,ZETAUSD,1761868800,2025-10-31,0.1129,0.1150,0.1113,0.1135,0.1127,65923.39184,183
ZEUS,555,EUR,167,ZEUSEUR,1761868800,2025-10-31,0.0534,0.0539,0.0531,0.0536,0.0535,14354.72814,19
ZEUS,555,USD,490,ZEUSUSD,1761868800,2025-10-31,0.0634,0.0634,0.0609,0.0614,0.0619,337493.15362,465
ZEX,556,EUR,167,ZEXEUR,1761868800,2025-10-31,0.07350,0.07503,0.07192,0.07503,0.07325,46418.04031,95
ZEX,556,USD,490,ZEXUSD,1761868800,2025-10-31,0.08549,0.08641,0.08369,0.08641,0.08468,14371.29489,22
ZIG,557,EUR,167,ZIGEUR,1761868800,2025-10-31,0.07694,0.07715,0.07356,0.07561,0.07483,47934.12369,27
ZIG,557,USD,490,ZIGUSD,1761868800,2025-10-31,0.08722,0.08945,0.08602,0.08620,0.08744,221138.12964,249
ZK,558,EUR,167,ZKEUR,1761868800,2025-10-31,0.02533,0.02567,0.02450,0.02474,0.02509,215849.61018,38
ZK,558,USD,490,ZKUSD,1761868800,2025-10-31,0.02935,0.02969,0.02820,0.02889,0.02911,778444.05635,137
ZORA,559,EUR,167,ZORAEUR,1761868800,2025-10-31,0.066203,0.066224,0.058345,0.060525,0.061640,1165318.74499,425
ZORA,559,USD,490,ZORAUSD,1761868800,2025-10-31,0.076746,0.077802,0.067199,0.069722,0.071017,6722654.94668,2451
ZRC,560,EUR,167,ZRCEUR,1761868800,2025-10-31,0.011988,0.012635,0.011686,0.012334,0.012057,181531.35962,101
ZRC,560,USD,490,ZRCUSD,1761868800,2025-10-31,0.013937,0.014810,0.013533,0.014101,0.014049,1503843.19087,199
ZRO,561,EUR,167,ZROEUR,1761868800,2025-10-31,1.343,1.354,1.307,1.339,1.335,10481.55371,66
ZRO,561,USD,490,ZROUSD,1761868800,2025-10-31,1.539,1.569,1.504,1.547,1.543,50093.37576,427
ZRX,562,EUR,167,ZRXEUR,1761868800,2025-10-31,0.1598,0.1620,0.1565,0.1595,0.1600,98204.16471991,78
ZRX,562,USD,490,ZRXUSD,1761868800,2025-10-31,0.1821,0.1869,0.1804,0.1839,0.1843,40792.32092885,73
ZRX,562,XBT,529,ZRXXBT,1761868800,2025-10-31,0.000001667,0.000001688,0.000001666,0.000001679,0.000001675,14156.60226232,19
